ticker,date,estimate,period,reported,surprise1,surprise2
rai,2009-07-23,$1.15,"Jun 2009","","",""
rcl,2017-02-07,$1.21,"Dec 2016","","",""
rcl,2016-10-28,$3.10,"Sep 2016",$3.20,0.1,0.1
rcl,2016-08-02,$1.02,"Jun 2016",$1.09,0.07,0.07
rcl,2016-04-29,$0.31,"Mar 2016",$0.57,0.26,0.26
rcl,2016-02-02,$0.92,"Dec 2015",$0.94,0.02,0.02
rcl,2015-10-23,$2.70,"Sep 2015",$2.84,0.14,0.14
rcl,2015-07-31,$0.72,"Jun 2015",$0.84,0.12,0.12
rcl,2015-04-20,$0.14,"Mar 2015",$0.20,0.06,0.06
rcl,2015-01-29,$0.41,"Dec 2014",$0.32,-0.09,-0.09
rcl,2014-10-23,$2.19,"Sep 2014",$2.20,0.01,0.01
rcl,2014-07-24,$0.53,"Jun 2014",$0.66,0.13,0.13
rcl,2014-04-24,$0.27,"Mar 2014",$0.21,-0.06,-0.06
rcl,2014-01-27,$0.18,"Dec 2013",$0.23,0.05,0.05
rcl,2013-10-24,$1.64,"Sep 2013",$1.71,0.07,0.07
rcl,2013-07-25,$0.10,"Jun 2013",$0.23,0.13,0.13
rcl,2013-04-25,$0.19,"Mar 2013",$0.35,0.16,0.16
rcl,2013-02-04,$0.06,"Dec 2012",$0.10,0.04,0.04
rcl,2012-10-25,$1.47,"Sep 2012",$1.68,0.21,0.21
rcl,2012-07-26,$0.04,"Jun 2012",$0.03,-0.01,-0.01
rcl,2012-04-20,$0.15,"Mar 2012",$0.20,0.05,0.05
rcl,2012-02-02,$0.14,"Dec 2011",$0.17,0.03,0.03
rcl,2011-10-27,$1.86,"Sep 2011",$1.90,0.04,0.04
rcl,2011-07-28,$0.43,"Jun 2011",$0.43,0.0,0.0
rcl,2011-04-28,$0.13,"Mar 2011",$0.31,0.18,0.18
rcl,2011-01-27,$0.12,"Dec 2010",$0.20,0.08,0.08
rcl,2010-10-26,$1.56,"Sep 2010","","",""
rcl,2010-07-22,$0.19,"Jun 2010","","",""
rcl,2010-04-28,"- $0.08","Mar 2010","","",""
rcl,2010-01-28,"- $0.06","Dec 2009","","",""
rcl,2009-11-03,$0.99,"Sep 2009","","",""
rcl,2009-07-29,"- $0.12","Jun 2009","","",""
regn,2017-02-14,$2.51,"Dec 2016","","",""
regn,2016-11-04,$2.27,"Sep 2016",$2.41,0.14,0.14
regn,2016-08-04,$1.73,"Jun 2016",$2.11,0.38,0.38
regn,2016-05-05,$1.24,"Mar 2016",$1.45,0.21,0.21
regn,2016-02-09,$2.69,"Dec 2015",$1.46,-1.23,-1.23
regn,2015-11-04,$2.62,"Sep 2015",$2.59,-0.03,-0.03
regn,2015-08-04,$1.81,"Jun 2015",$2.36,0.55,0.55
regn,2015-05-07,$2.50,"Mar 2015",$1.99,-0.51,-0.51
regn,2015-02-10,$2.08,"Dec 2014",$2.11,0.03,0.03
regn,2014-11-04,$2.10,"Sep 2014",$1.90,-0.2,-0.2
regn,2014-08-05,$2.33,"Jun 2014",$1.89,-0.44,-0.44
regn,2014-05-08,$0.99,"Mar 2014",$1.57,0.58,0.58
regn,2014-02-11,$1.01,"Dec 2013",$2.06,1.05,1.05
regn,2013-11-05,$0.99,"Sep 2013",$2.02,1.03,1.03
regn,2013-08-06,$0.86,"Jun 2013",$1.36,0.5,0.5
regn,2013-05-03,$1.06,"Mar 2013",$1.32,0.26,0.26
regn,2013-02-14,$1.07,"Dec 2012",$1.21,0.14,0.14
regn,2012-10-24,$0.93,"Sep 2012",$1.77,0.84,0.84
regn,2012-07-25,$0.27,"Jun 2012",$0.75,0.48,0.48
regn,2012-04-26,"- $0.24","Mar 2012",$0.16,0.4,0.4
regn,2012-02-16,"- $0.63","Dec 2011","- $0.54",0.09,0.09
regn,2011-10-27,"- $0.75","Sep 2011","- $0.68",0.07,0.07
regn,2011-07-29,"- $0.41","Jun 2011","- $0.69",-0.28,-0.28
regn,2011-02-17,"- $0.32","Dec 2010","- $0.17",0.15,0.15
regn,2010-11-09,"- $0.34","Sep 2010","","",""
regn,2010-08-10,"- $0.38","Jun 2010","","",""
regn,2010-04-29,"- $0.49","Mar 2010","","",""
regn,2010-02-25,"- $0.34","Dec 2009","","",""
regn,2009-11-10,"- $0.23","Sep 2009","","",""
regn,2009-08-04,"- $0.28","Jun 2009","","",""
res,2017-01-25,"- $0.13","Dec 2016",Dec,N/A,N/A
res,2016-10-26,"- $0.21","Sep 2016",Sep,"- $0.18",0.03
res,2016-07-27,"- $0.24","Jun 2016",Jun,"- $0.23",0.01
res,2016-04-27,"- $0.20","Mar 2016",Mar,"- $0.15",0.05
res,2016-01-27,"- $0.17","Dec 2015",Dec,"- $0.18",-0.01
res,2015-10-28,"- $0.16","Sep 2015",Sep,"- $0.16",0.00
res,2015-07-29,"- $0.11","Jun 2015",Jun,"- $0.16",-0.05
res,2015-04-29,$0.12,"Mar 2015",Mar,$0.04,-0.08
res,2015-01-28,$0.32,"Dec 2014",Dec,$0.36,0.04
res,2014-10-29,$0.33,"Sep 2014",Sep,$0.30,-0.03
res,2014-07-23,$0.26,"Jun 2014",Jun,$0.29,0.03
res,2014-04-23,$0.22,"Mar 2014",Mar,$0.18,-0.04
res,2014-01-29,$0.22,"Dec 2013",Dec,$0.17,-0.05
res,2013-10-23,$0.22,"Sep 2013",Sep,$0.25,0.03
res,2013-07-24,$0.19,"Jun 2013",Jun,$0.19,0.00
res,2013-04-24,$0.24,"Mar 2013",Mar,$0.16,-0.08
res,2013-01-23,$0.24,"Dec 2012",Dec,$0.26,0.02
res,2012-10-24,$0.28,"Sep 2012",Sep,$0.30,0.02
res,2012-07-25,$0.30,"Jun 2012",Jun,$0.33,0.03
res,2012-04-25,$0.34,"Mar 2012",Mar,$0.37,0.03
res,2012-01-25,$0.63,"Dec 2011",Dec,$0.51,-0.12
res,2011-10-26,$0.57,"Sep 2011",Sep,$0.57,0.00
res,2011-07-27,$0.50,"Jun 2011",Jun,$0.50,0.00
res,2011-04-27,$0.42,"Mar 2011",Mar,$0.45,0.03
res,2011-01-26,$0.34,"Dec 2010",Dec,$0.38,0.04
res,2010-10-27,$0.37,"Sep 2010",Sep,N/A,N/A
res,2010-07-28,$0.18,"Jun 2010",Jun,N/A,N/A
res,2010-04-28,"- $0.01","Mar 2010",Mar,N/A,N/A
res,2010-01-27,"- $0.06","Dec 2009",Dec,N/A,N/A
res,2009-10-28,"- $0.10","Sep 2009",Sep,N/A,N/A
res,2009-07-29,"- $0.08","Jun 2009",Jun,N/A,N/A
rf,2017-01-20,$0.22,"Dec 2016","","",""
rf,2016-10-18,$0.21,"Sep 2016",$0.24,0.03,0.03
rf,2016-07-19,$0.20,"Jun 2016",$0.20,0.0,0.0
rf,2016-04-15,$0.19,"Mar 2016",$0.20,0.01,0.01
rf,2016-01-15,$0.19,"Dec 2015",$0.21,0.02,0.02
rf,2015-10-20,$0.20,"Sep 2015",$0.19,-0.01,-0.01
rf,2015-07-21,$0.20,"Jun 2015",$0.20,0.0,0.0
rf,2015-04-21,$0.18,"Mar 2015",$0.16,-0.02,-0.02
rf,2015-01-20,$0.21,"Dec 2014",$0.14,-0.07,-0.07
rf,2014-10-21,$0.21,"Sep 2014",$0.22,0.01,0.01
rf,2014-07-22,$0.21,"Jun 2014",$0.21,0.0,0.0
rf,2014-04-22,$0.20,"Mar 2014",$0.21,0.01,0.01
rf,2014-01-21,$0.20,"Dec 2013",$0.22,0.02,0.02
rf,2013-10-22,$0.21,"Sep 2013",$0.20,-0.01,-0.01
rf,2013-07-23,$0.21,"Jun 2013",$0.18,-0.03,-0.03
rf,2013-04-23,$0.20,"Mar 2013",$0.23,0.03,0.03
rf,2013-01-22,$0.21,"Dec 2012",$0.22,0.01,0.01
rf,2012-10-23,$0.20,"Sep 2012",$0.22,0.02,0.02
rf,2012-07-24,$0.14,"Jun 2012",$0.20,0.06,0.06
rf,2012-04-24,$0.08,"Mar 2012",$0.14,0.06,0.06
rf,2012-01-24,$0.07,"Dec 2011",$0.09,0.02,0.02
rf,2011-10-25,$0.04,"Sep 2011",$0.08,0.04,0.04
rf,2011-07-26,$0.00,"Jun 2011",$0.04,"",""
rf,2011-04-19,"- $0.09","Mar 2011",$0.01,0.1,0.1
rf,2011-01-25,"- $0.13","Dec 2010",$0.03,0.16,0.16
rf,2010-10-26,"- $0.10","Sep 2010","","",""
rf,2010-07-27,"- $0.20","Jun 2010","","",""
rf,2010-04-20,"- $0.27","Mar 2010","","",""
rf,2010-01-26,"- $0.35","Dec 2009","","",""
rf,2009-10-20,"- $0.26","Sep 2009","","",""
rf,2009-07-21,"- $0.19","Jun 2009","","",""
rhi,2017-02-07,$0.64,"Dec 2016","","",""
rhi,2016-10-26,$0.70,"Sep 2016",$0.71,0.01,0.01
rhi,2016-07-26,$0.73,"Jun 2016",$0.71,-0.02,-0.02
rhi,2016-04-26,$0.64,"Mar 2016",$0.64,0.0,0.0
rhi,2016-02-02,$0.70,"Dec 2015",$0.71,0.01,0.01
rhi,2015-10-21,$0.73,"Sep 2015",$0.73,0.0,0.0
rhi,2015-07-23,$0.66,"Jun 2015",$0.67,0.01,0.01
rhi,2015-04-23,$0.56,"Mar 2015",$0.58,0.02,0.02
rhi,2015-01-29,$0.61,"Dec 2014",$0.62,0.01,0.01
rhi,2014-10-21,$0.58,"Sep 2014",$0.63,0.05,0.05
rhi,2014-07-22,$0.52,"Jun 2014",$0.55,0.03,0.03
rhi,2014-04-23,$0.44,"Mar 2014",$0.45,0.01,0.01
rhi,2014-01-30,$0.48,"Dec 2013",$0.49,0.01,0.01
rhi,2013-10-22,$0.48,"Sep 2013",$0.48,0.0,0.0
rhi,2013-07-23,$0.43,"Jun 2013",$0.46,0.03,0.03
rhi,2013-04-23,$0.41,"Mar 2013",$0.40,-0.01,-0.01
rhi,2013-01-29,$0.41,"Dec 2012",$0.42,0.01,0.01
rhi,2012-10-18,$0.39,"Sep 2012",$0.41,0.02,0.02
rhi,2012-07-24,$0.35,"Jun 2012",$0.32,-0.03,-0.03
rhi,2012-04-24,$0.28,"Mar 2012",$0.34,0.06,0.06
rhi,2012-01-26,$0.31,"Dec 2011",$0.30,-0.01,-0.01
rhi,2011-10-25,$0.28,"Sep 2011",$0.31,0.03,0.03
rhi,2011-07-20,$0.22,"Jun 2011",$0.25,0.03,0.03
rhi,2011-04-21,$0.17,"Mar 2011",$0.18,0.01,0.01
rhi,2011-01-26,$0.16,"Dec 2010",$0.17,0.01,0.01
rhi,2010-10-20,$0.13,"Sep 2010","","",""
rhi,2010-07-21,$0.07,"Jun 2010","","",""
rhi,2010-04-27,$0.06,"Mar 2010","","",""
rhi,2010-01-28,$0.05,"Dec 2009","","",""
rhi,2009-10-21,$0.04,"Sep 2009","","",""
rhi,2009-07-21,$0.03,"Jun 2009","","",""
rht,2016-12-21,$0.37,"Nov 2016",$0.42,0.05,0.05
rht,2016-09-21,$0.35,"Aug 2016",$0.37,0.02,0.02
rht,2016-06-22,$0.33,"May 2016",$0.35,0.02,0.02
rht,2016-03-22,$0.31,"Feb 2016",$0.34,0.03,0.03
rht,2015-12-17,$0.31,"Nov 2015",$0.31,0.0,0.0
rht,2015-09-21,$0.29,"Aug 2015",$0.34,0.05,0.05
rht,2015-06-18,$0.27,"May 2015",$0.31,0.04,0.04
rht,2015-03-25,$0.27,"Feb 2015",$0.30,0.03,0.03
rht,2014-12-18,$0.27,"Nov 2014",$0.30,0.03,0.03
rht,2014-09-18,$0.26,"Aug 2014",$0.29,0.03,0.03
rht,2014-06-18,$0.22,"May 2014",$0.24,0.02,0.02
rht,2014-03-27,$0.26,"Feb 2014",$0.28,0.02,0.02
rht,2013-12-19,$0.24,"Nov 2013",$0.30,0.06,0.06
rht,2013-09-23,$0.22,"Aug 2013",$0.24,0.02,0.02
rht,2013-06-19,$0.21,"May 2013",$0.24,0.03,0.03
rht,2013-03-27,$0.21,"Feb 2013",$0.25,0.04,0.04
rht,2012-12-20,$0.20,"Nov 2012",$0.20,0.0,0.0
rht,2012-09-24,$0.21,"Aug 2012",$0.20,-0.01,-0.01
rht,2012-06-20,$0.19,"May 2012",$0.20,0.01,0.01
rht,2012-03-28,$0.20,"Feb 2012",$0.17,-0.03,-0.03
rht,2011-12-19,$0.19,"Nov 2011",$0.21,0.02,0.02
rht,2011-09-21,$0.19,"Aug 2011",$0.22,0.03,0.03
rht,2011-06-22,$0.16,"May 2011",$0.17,0.01,0.01
rht,2011-03-23,$0.16,"Feb 2011",$0.17,0.01,0.01
rht,2010-12-21,$0.15,"Nov 2010",$0.15,0.0,0.0
rht,2010-09-22,$0.14,"Aug 2010","","",""
rht,2010-06-22,$0.13,"May 2010","","",""
rht,2010-03-24,$0.12,"Feb 2010","","",""
rht,2009-12-22,$0.12,"Nov 2009","","",""
rht,2009-09-23,$0.11,"Aug 2009","","",""
rht,2009-06-24,$0.10,"May 2009","","",""
rig,2017-02-22,$0.06,"Dec 2016","","",""
rig,2016-11-02,$0.14,"Sep 2016",$0.25,0.11,0.11
rig,2016-08-03,"- $0.01","Jun 2016",$0.17,0.18,0.18
rig,2016-05-04,$0.26,"Mar 2016",$0.69,0.43,0.43
rig,2016-02-24,$0.73,"Dec 2015",$1.68,0.95,0.95
rig,2015-11-04,$0.67,"Sep 2015",$0.87,0.2,0.2
rig,2015-08-05,$0.50,"Jun 2015",$1.11,0.61,0.61
rig,2015-05-06,$0.64,"Mar 2015",$1.10,0.46,0.46
rig,2015-02-25,$0.79,"Dec 2014",$0.95,0.16,0.16
rig,2014-11-10,$0.79,"Sep 2014",$0.96,0.17,0.17
rig,2014-08-06,$1.09,"Jun 2014",$1.61,0.52,0.52
rig,2014-05-07,$1.00,"Mar 2014",$1.43,0.43,0.43
rig,2014-02-26,$0.72,"Dec 2013",$0.73,0.01,0.01
rig,2013-11-06,$1.06,"Sep 2013",$1.37,0.31,0.31
rig,2013-08-07,$1.08,"Jun 2013",$1.08,0.0,0.0
rig,2013-05-08,$1.01,"Mar 2013",$0.93,-0.08,-0.08
rig,2013-03-04,$0.81,"Dec 2012",$0.91,0.1,0.1
rig,2012-11-05,$0.76,"Sep 2012",$1.37,0.61,0.61
rig,2012-08-01,$0.44,"Jun 2012",$0.70,0.26,0.26
rig,2012-05-02,$0.32,"Mar 2012",$0.68,0.36,0.36
rig,2012-02-28,$0.20,"Dec 2011",$0.19,-0.01,-0.01
rig,2011-11-02,$0.75,"Sep 2011",$0.03,-0.72,-0.72
rig,2011-08-03,$0.77,"Jun 2011",$0.65,-0.12,-0.12
rig,2011-05-04,$0.79,"Mar 2011",$0.60,-0.19,-0.19
rig,2011-02-23,$0.87,"Dec 2010",$0.76,-0.11,-0.11
rig,2010-11-03,$1.39,"Sep 2010","","",""
rig,2010-08-04,$1.69,"Jun 2010","","",""
rig,2010-05-05,$2.09,"Mar 2010","","",""
rig,2010-02-24,$2.55,"Dec 2009","","",""
rig,2009-11-04,$2.62,"Sep 2009","","",""
rig,2009-08-05,$3.00,"Jun 2009","","",""
rig,2009-05-06,$3.48,"Mar 2009","","",""
rjf,2017-01-25,$1.00,"Dec 2016",Dec,N/A,N/A
rjf,2016-10-26,$0.98,"Sep 2016",Sep,$1.28,0.30
rjf,2016-07-20,$0.88,"Jun 2016",Jun,$0.93,0.05
rjf,2016-04-20,$0.77,"Mar 2016",Mar,$0.90,0.13
rjf,2016-01-20,$0.86,"Dec 2015",Dec,$0.73,-0.13
rjf,2015-11-04,$0.94,"Sep 2015",Sep,$0.88,-0.06
rjf,2015-07-22,$0.91,"Jun 2015",Jun,$0.91,0.00
rjf,2015-04-22,$0.82,"Mar 2015",Mar,$0.77,-0.05
rjf,2015-01-21,$0.87,"Dec 2014",Dec,$0.87,0.00
rjf,2014-10-29,$0.87,"Sep 2014",Sep,$0.94,0.07
rjf,2014-07-23,$0.76,"Jun 2014",Jun,$0.85,0.09
rjf,2014-04-23,$0.78,"Mar 2014",Mar,$0.72,-0.06
rjf,2014-01-22,$0.73,"Dec 2013",Dec,$0.81,0.08
rjf,2013-10-23,$0.63,"Sep 2013",Sep,$0.93,0.30
rjf,2013-07-24,$0.65,"Jun 2013",Jun,$0.65,0.00
rjf,2013-04-24,$0.75,"Mar 2013",Mar,$0.68,-0.07
rjf,2013-01-23,$0.69,"Dec 2012",Dec,$0.69,0.00
rjf,2012-07-25,$0.66,"Jun 2012",Jun,$0.64,-0.02
rjf,2012-04-25,$0.57,"Mar 2012",Mar,$0.62,0.05
rjf,2012-01-25,$0.53,"Dec 2011",Dec,$0.53,0.00
rjf,2011-10-19,$0.54,"Sep 2011",Sep,$0.54,0.00
rjf,2011-07-20,$0.42,"Jun 2011",Jun,$0.37,-0.05
rjf,2011-01-19,$0.53,"Dec 2010",Dec,$0.65,0.12
rjf,2010-07-21,$0.48,"Jun 2010",Jun,N/A,N/A
rjf,2010-01-20,$0.37,"Dec 2009",Dec,N/A,N/A
rl,2017-02-02,$1.65,"Dec 2016","","",""
rl,2016-11-10,$1.70,"Sep 2016",$1.90,0.2,0.2
rl,2016-08-10,$0.89,"Jun 2016",$1.06,0.17,0.17
rl,2016-05-12,$0.83,"Mar 2016",$0.88,0.05,0.05
rl,2016-02-04,$2.11,"Dec 2015",$2.27,0.16,0.16
rl,2015-11-05,$1.73,"Sep 2015",$2.13,0.4,0.4
rl,2015-08-05,$0.99,"Jun 2015",$1.09,0.1,0.1
rl,2015-05-13,$1.32,"Mar 2015",$1.41,0.09,0.09
rl,2015-02-04,$2.52,"Dec 2014",$2.41,-0.11,-0.11
rl,2014-10-29,$2.05,"Sep 2014",$2.25,0.2,0.2
rl,2014-08-06,$1.75,"Jun 2014",$1.80,0.05,0.05
rl,2014-05-09,$1.64,"Mar 2014",$1.68,0.04,0.04
rl,2014-02-05,$2.51,"Dec 2013",$2.57,0.06,0.06
rl,2013-11-06,$2.20,"Sep 2013",$2.23,0.03,0.03
rl,2013-08-07,$1.93,"Jun 2013",$1.94,0.01,0.01
rl,2013-05-23,$1.30,"Mar 2013",$1.41,0.11,0.11
rl,2013-02-06,$2.21,"Dec 2012",$2.40,0.19,0.19
rl,2012-11-02,$2.15,"Sep 2012",$2.29,0.14,0.14
rl,2012-08-08,$1.79,"Jun 2012",$2.03,0.24,0.24
rl,2012-05-22,$0.85,"Mar 2012",$0.99,0.14,0.14
rl,2012-02-08,$1.67,"Dec 2011",$1.78,0.11,0.11
rl,2011-11-09,$2.27,"Sep 2011",$2.46,0.19,0.19
rl,2011-08-10,$1.46,"Jun 2011",$1.90,0.44,0.44
rl,2011-05-25,$0.76,"Mar 2011",$0.76,0.0,0.0
rl,2011-02-09,$1.28,"Dec 2010",$1.72,0.44,0.44
rl,2010-11-10,$1.68,"Sep 2010","","",""
rl,2010-08-04,$0.89,"Jun 2010","","",""
rl,2010-05-19,$0.63,"Mar 2010","","",""
rl,2010-02-03,$1.00,"Dec 2009","","",""
rl,2009-11-03,$1.31,"Sep 2009","","",""
rl,2009-08-05,$0.49,"Jun 2009","","",""
rl,2009-05-27,$0.39,"Mar 2009","","",""
rli,2017-01-25,$0.47,"Dec 2016",Dec,N/A,N/A
rli,2016-10-19,$0.62,"Sep 2016",Sep,$0.37,-0.25
rli,2016-07-19,$0.63,"Jun 2016",Jun,$0.61,-0.02
rli,2016-04-20,$0.52,"Mar 2016",Mar,$0.54,0.02
rli,2016-01-25,$0.65,"Dec 2015",Dec,$0.56,-0.09
rli,2015-10-19,$0.59,"Sep 2015",Sep,$0.70,0.11
rli,2015-07-20,$0.56,"Jun 2015",Jun,$0.77,0.21
rli,2015-04-20,$0.51,"Mar 2015",Mar,$0.50,-0.01
rli,2015-01-26,$0.60,"Dec 2014",Dec,$0.71,0.11
rli,2014-10-15,$0.60,"Sep 2014",Sep,$0.68,0.08
rli,2014-07-16,$0.66,"Jun 2014",Jun,$0.66,0.00
rli,2014-04-16,$0.54,"Mar 2014",Mar,$0.57,0.03
rli,2014-01-22,$0.56,"Dec 2013",Dec,$0.72,0.16
rli,2013-10-16,$0.95,"Sep 2013",Sep,$1.40,0.45
rli,2013-07-17,$1.18,"Jun 2013",Jun,$1.27,0.09
rli,2013-04-17,$1.06,"Mar 2013",Mar,$1.04,-0.02
rli,2013-01-23,$0.44,"Dec 2012",Dec,$0.89,0.45
rli,2012-10-17,$0.92,"Sep 2012",Sep,$1.02,0.10
rli,2012-07-18,$1.15,"Jun 2012",Jun,$1.17,0.02
rli,2012-04-18,$1.06,"Mar 2012",Mar,$0.96,-0.10
rli,2012-01-25,$1.14,"Dec 2011",Dec,$1.35,0.21
rli,2011-10-18,$0.99,"Sep 2011",Sep,$1.23,0.24
rli,2011-07-20,$1.05,"Jun 2011",Jun,$1.91,0.86
rli,2011-04-18,$0.93,"Mar 2011",Mar,$1.11,0.18
rli,2011-01-24,$0.99,"Dec 2010",Dec,$1.66,0.67
rli,2010-10-18,$0.97,"Sep 2010",Sep,N/A,N/A
rli,2010-07-19,$1.05,"Jun 2010",Jun,N/A,N/A
rli,2010-04-20,$0.97,"Mar 2010",Mar,N/A,N/A
rli,2010-01-26,$0.97,"Dec 2009",Dec,N/A,N/A
rli,2009-10-20,$0.96,"Sep 2009",Sep,N/A,N/A
rli,2009-07-20,$1.04,"Jun 2009",Jun,N/A,N/A
rok,2017-01-25,$1.45,"Dec 2016",Dec,N/A,N/A
rok,2016-11-07,$1.49,"Sep 2016",Sep,$1.52,0.03
rok,2016-07-27,$1.46,"Jun 2016",Jun,$1.55,0.09
rok,2016-04-27,$1.32,"Mar 2016",Mar,$1.37,0.05
rok,2016-01-27,$1.34,"Dec 2015",Dec,$1.49,0.15
rok,2015-11-10,$1.78,"Sep 2015",Sep,$1.57,-0.21
rok,2015-07-29,$1.54,"Jun 2015",Jun,$1.59,0.05
rok,2015-04-30,$1.42,"Mar 2015",Mar,$1.59,0.17
rok,2015-01-28,$1.49,"Dec 2014",Dec,$1.64,0.15
rok,2014-11-12,$1.82,"Sep 2014",Sep,$1.86,0.04
rok,2014-07-30,$1.56,"Jun 2014",Jun,$1.49,-0.07
rok,2014-04-29,$1.45,"Mar 2014",Mar,$1.35,-0.10
rok,2014-01-29,$1.39,"Dec 2013",Dec,$1.47,0.08
rok,2013-11-07,$1.52,"Sep 2013",Sep,$1.62,0.10
rok,2013-07-30,$1.40,"Jun 2013",Jun,$1.54,0.14
rok,2013-04-24,$1.30,"Mar 2013",Mar,$1.33,0.03
rok,2013-01-30,$1.26,"Dec 2012",Dec,$1.23,-0.03
rok,2012-11-05,$1.32,"Sep 2012",Sep,$1.38,0.06
rok,2012-07-25,$1.31,"Jun 2012",Jun,$1.33,0.02
rok,2012-04-25,$1.27,"Mar 2012",Mar,$1.16,-0.11
rok,2012-01-25,$1.21,"Dec 2011",Dec,$1.27,0.06
rok,2011-11-08,$1.22,"Sep 2011",Sep,$1.39,0.17
rok,2011-07-28,$1.19,"Jun 2011",Jun,$1.22,0.03
rok,2011-04-27,$1.12,"Mar 2011",Mar,$1.14,0.02
rok,2011-01-26,$0.88,"Dec 2010",Dec,$1.04,0.16
rok,2010-11-09,$0.91,"Sep 2010",Sep,N/A,N/A
rok,2010-07-28,$0.80,"Jun 2010",Jun,N/A,N/A
rok,2010-04-28,$0.51,"Mar 2010",Mar,N/A,N/A
rok,2010-01-27,$0.35,"Dec 2009",Dec,N/A,N/A
rok,2009-11-09,$0.26,"Sep 2009",Sep,N/A,N/A
rok,2009-07-28,$0.20,"Jun 2009",Jun,N/A,N/A
rol,2017-01-25,$0.17,"Dec 2016",Dec,N/A,N/A
rol,2016-10-26,$0.22,"Sep 2016",Sep,$0.23,0.01
rol,2016-07-27,$0.22,"Jun 2016",Jun,$0.22,0.00
rol,2016-04-27,$0.14,"Mar 2016",Mar,$0.15,0.01
rol,2016-01-27,$0.15,"Dec 2015",Dec,$0.15,0.00
rol,2015-10-28,$0.21,"Sep 2015",Sep,$0.21,0.00
rol,2015-07-29,$0.22,"Jun 2015",Jun,$0.21,-0.01
rol,2015-04-29,$0.14,"Mar 2015",Mar,$0.14,0.00
rol,2015-01-28,$0.20,"Dec 2014",Dec,$0.21,0.01
rol,2014-10-29,$0.28,"Sep 2014",Sep,$0.28,0.00
rol,2014-07-23,$0.28,"Jun 2014",Jun,$0.28,0.00
rol,2014-04-23,$0.18,"Mar 2014",Mar,$0.18,0.00
rol,2014-01-29,$0.18,"Dec 2013",Dec,$0.19,0.01
rol,2013-10-23,$0.25,"Sep 2013",Sep,$0.25,0.00
rol,2013-07-24,$0.25,"Jun 2013",Jun,$0.25,0.00
rol,2013-04-24,$0.17,"Mar 2013",Mar,$0.16,-0.01
rol,2013-01-23,$0.17,"Dec 2012",Dec,$0.16,-0.01
rol,2012-10-24,$0.22,"Sep 2012",Sep,$0.22,0.00
rol,2012-07-25,$0.23,"Jun 2012",Jun,$0.23,0.00
rol,2012-04-25,$0.14,"Mar 2012",Mar,$0.16,0.02
rol,2012-01-25,$0.15,"Dec 2011",Dec,$0.15,0.00
rol,2011-10-26,$0.19,"Sep 2011",Sep,$0.20,0.01
rol,2011-07-27,$0.21,"Jun 2011",Jun,$0.21,0.00
rol,2011-04-27,$0.13,"Mar 2011",Mar,$0.13,0.00
rol,2011-01-26,$0.13,"Dec 2010",Dec,$0.13,0.00
rol,2010-10-27,$0.26,"Sep 2010",Sep,N/A,N/A
rol,2010-07-28,$0.28,"Jun 2010",Jun,N/A,N/A
rol,2010-04-28,$0.18,"Mar 2010",Mar,N/A,N/A
rol,2010-01-27,$0.14,"Dec 2009",Dec,N/A,N/A
rol,2009-10-28,$0.22,"Sep 2009",Sep,N/A,N/A
rol,2009-07-29,$0.24,"Jun 2009",Jun,N/A,N/A
rop,2017-02-09,$1.83,"Dec 2016","","",""
rop,2016-10-31,$1.62,"Sep 2016",$1.65,0.03,0.03
rop,2016-07-25,$1.61,"Jun 2016",$1.56,-0.05,-0.05
rop,2016-04-25,$1.46,"Mar 2016",$1.50,0.04,0.04
rop,2016-02-01,$1.86,"Dec 2015",$1.82,-0.04,-0.04
rop,2015-10-26,$1.57,"Sep 2015",$1.61,0.04,0.04
rop,2015-07-27,$1.64,"Jun 2015",$1.70,0.06,0.06
rop,2015-04-27,$1.52,"Mar 2015",$1.55,0.03,0.03
rop,2015-01-26,$1.79,"Dec 2014",$1.85,0.06,0.06
rop,2014-10-27,$1.53,"Sep 2014",$1.55,0.02,0.02
rop,2014-07-28,$1.50,"Jun 2014",$1.56,0.06,0.06
rop,2014-04-28,$1.35,"Mar 2014",$1.46,0.11,0.11
rop,2014-01-27,$1.60,"Dec 2013",$1.65,0.05,0.05
rop,2013-10-28,$1.45,"Sep 2013",$1.42,-0.03,-0.03
rop,2013-07-29,$1.30,"Jun 2013",$1.31,0.01,0.01
rop,2013-04-29,$1.22,"Mar 2013",$1.27,0.05,0.05
rop,2013-01-28,$1.46,"Dec 2012",$1.48,0.02,0.02
rop,2012-10-25,$1.23,"Sep 2012",$1.24,0.01,0.01
rop,2012-07-30,$1.15,"Jun 2012",$1.15,0.0,0.0
rop,2012-04-23,$1.04,"Mar 2012",$1.09,0.05,0.05
rop,2012-02-02,$1.21,"Dec 2011",$1.23,0.02,0.02
rop,2011-10-24,$1.08,"Sep 2011",$1.12,0.04,0.04
rop,2011-07-25,$0.99,"Jun 2011",$1.03,0.04,0.04
rop,2011-04-26,$0.87,"Mar 2011",$0.91,0.04,0.04
rop,2011-01-31,$0.99,"Dec 2010",$1.10,0.11,0.11
rop,2010-10-25,$0.79,"Sep 2010","","",""
rop,2010-07-26,$0.74,"Jun 2010","","",""
rop,2010-04-26,$0.65,"Mar 2010","","",""
rop,2010-02-03,$0.70,"Dec 2009","","",""
rop,2009-10-26,$0.64,"Sep 2009","","",""
